高度_km,马赫数,静态温度_K,静态温度_C,静态压力_Pa,静态压力_kPa,静态压力_atm,密度_kg_m3,声速_m_s,飞行速度_m_s,飞行速度_km_h,总温_K,总温_C,总压_Pa,总压_kPa,总压_atm,动压_Pa,动压_kPa,动力粘度_Pa_s,运动粘度_m2_s,雷诺数_m
30.0,3.0,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,905.4061,3259.462,634.62,361.47,43045.13,43.0451,0.424822,7382.64,7.3826,1.476e-05,0.0008194493,1104895.77
30.0,4.0,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,1207.2082,4345.9493,951.93,678.78,177927.64,177.9276,1.756009,13124.69,13.1247,1.476e-05,0.0008194493,1473194.36
30.0,5.0,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,1509.0102,5432.4367,1359.9,1086.75,620012.27,620.0123,6.119045,20507.32,20.5073,1.476e-05,0.0008194493,1841492.95
30.0,6.0,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,1810.8122,6518.924,1858.53,1585.38,1850203.04,1850.203,18.260084,29530.54,29.5305,1.476e-05,0.0008194493,2209791.54
30.0,8.0,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,2414.4163,8691.8987,3127.77,2854.62,11440571.2,11440.5712,112.909659,52498.74,52.4987,1.476e-05,0.0008194493,2946388.72
30.0,10.0,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,3018.0204,10864.8734,4759.65,4486.5,49732287.71,49732.2877,490.819518,82029.29,82.0293,1.476e-05,0.0008194493,3682985.9
35.0,0.1,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,30.8649,111.1135,237.5241,-35.6259,562.83,0.5628,0.005555,3.91,0.0039,1.531e-05,0.0018644969,16553.99
35.0,0.3,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,92.5946,333.3405,241.3169,-31.8331,594.92,0.5949,0.005871,35.21,0.0352,1.531e-05,0.0018644969,49661.96
35.0,0.5,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,154.3243,555.5674,248.9025,-24.2475,662.99,0.663,0.006543,97.81,0.0978,1.531e-05,0.0018644969,82769.94
35.0,0.7,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,216.054,777.7944,260.2809,-12.8691,775.27,0.7753,0.007651,191.71,0.1917,1.531e-05,0.0018644969,115877.91
35.0,0.85,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,262.3513,944.4647,271.3037,-1.8463,896.39,0.8964,0.008847,282.67,0.2827,1.531e-05,0.0018644969,140708.89
35.0,0.95,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,293.2162,1055.5782,279.8375,6.6875,999.02,0.999,0.00986,353.09,0.3531,1.531e-05,0.0018644969,157262.88
35.0,1.0,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,308.6486,1111.1349,284.46,11.31,1057.98,1.058,0.010441,391.24,0.3912,1.531e-05,0.0018644969,165539.88
35.0,1.2,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,370.3783,1333.3619,305.3204,32.1704,1355.34,1.3553,0.013376,563.38,0.5634,1.531e-05,0.0018644969,198647.85
35.0,1.5,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,462.9729,1666.7023,343.7225,70.5725,2051.79,2.0518,0.02025,880.29,0.8803,1.531e-05,0.0018644969,248309.81
35.0,2.0,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,617.2972,2222.2698,426.69,153.54,4373.18,4.3732,0.04316,1564.96,1.565,1.531e-05,0.0018644969,331079.75
35.0,2.5,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,771.6215,2777.8372,533.3625,260.2125,9549.55,9.5495,0.094247,2445.24,2.4452,1.531e-05,0.0018644969,413849.69
35.0,3.0,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,925.9457,3333.4047,663.74,390.59,20530.38,20.5304,0.202619,3521.15,3.5211,1.531e-05,0.0018644969,496619.63
35.0,4.0,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,1234.5943,4444.5396,995.61,722.46,84862.63,84.8626,0.837529,6259.82,6.2598,1.531e-05,0.0018644969,662159.51
35.0,5.0,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,1543.2429,5555.6745,1422.3,1149.15,295714.99,295.715,2.91848,9780.97,9.781,1.531e-05,0.0018644969,827699.38
35.0,6.0,237.05,-36.1,558.91,0.5589,0.005516,0.008214,308.6486,1851.8915,6666.8094,1943.81,1670.66,882454.75,882.4548,8.709151,14084.6,14.0846,1.531e-05,0.0018644969,993239.26
